fecha,grupo,partida,devengado
2026-09-08,SERVICIOS NO PERSONALES,Capacitación del Personal,120.0
2026-09-08,SERVICIOS NO PERSONALES,Capacitación del Personal,1350.0
2026-09-08,SERVICIOS NO PERSONALES,Capacitación del Personal,2010.0
2026-09-08,SERVICIOS NO PERSONALES,Capacitación del Personal,6000.0
2026-09-08,SERVICIOS NO PERSONALES,Capacitación del Personal,7500.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,20.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,40.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,40.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,40.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,40.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,99.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,120.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,120.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,120.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,142.22000000000003
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,165.0699999999997
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,177.7800000000002
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,193.80000000000018
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,200.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,200.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,200.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,240.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,252.60000000000014
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,256.4400000000005
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,260.5699999999997
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,271.78999999999996
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,277.22
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,280.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,280.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,280.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,280.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,280.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,280.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,284.2099999999991
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,320.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,320.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,338.78999999999996
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,362.07
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,433.6399999999994
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,440.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,440.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,461.21000000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,516.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,520.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,523.760000000002
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,539.53
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,551.7000000000003
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,560.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,560.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,577.2299999999996
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,585.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,587.3499999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,623.0199999999986
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,628.1599999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,636.6699999999998
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,637.6599999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,659.0200000000002
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,679.5100000000002
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,785.79
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,792.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,792.1000000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,831.9799999999996
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,872.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,890.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,899.6299999999992
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,900.8199999999997
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1000.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1049.25
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1120.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1148.1000000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1153.9499999999998
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1165.8999999999996
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1246.0000000000002
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1343.35
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1388.8300000000017
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1424.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1440.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1463.1800000000003
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1491.7699999999995
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1877.640000000014
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1962.2199999999993
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1981.3999999999942
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,2313.869999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,2584.76
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,2610.2700000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,2717.16
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,2750.0999999999985
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,2767.6500000000015
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,3143.2800000000007
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,3156.4800000000005
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,3300.3500000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,3451.459999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,3551.460000000001
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,3727.99
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,4089.5
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,4276.179999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,4375.279999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,4423.68
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,4678.060000000001
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,5056.240000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,5091.4000000000015
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,5101.57
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,5219.139999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,5221.65
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,5277.699999999997
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,5840.37
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,6032.360000000001
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,6300.610000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,7536.830000000002
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,7658.459999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,7686.379999999997
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,8392.270000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,8684.45
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,9200.25
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,9289.559999999998
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,11402.760000000002
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,12286.0
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,13656.379999999997
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,14257.800000000017
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,15356.7
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,16429.550000000003
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,17065.350000000006
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,20358.77999999997
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,21687.440000000002
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,22091.430000000008
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,29645.350000000006
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,33891.2
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,39368.21000000111
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,42789.84999999998
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,61898.92000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,65375.23000000004
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,80824.41000000003
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,83231.48999999999
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,98067.67999999993
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,125841.43999999994
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,145244.93000000005
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,234611.02999999933
2026-09-08,SERVICIOS NO PERSONALES,Comisiones y Gastos Bancarios,1013115.6999999993
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,10.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,20.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,23.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,35.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,40.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,50.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,60.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,67.44
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,91.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,115.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,120.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,120.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,140.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,160.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,195.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,200.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,210.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,240.86999999999898
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,255.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,284.5799999999999
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,300.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,344.90000000000146
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,375.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,395.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,415.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,429.5
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,444.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,494.7599999999993
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,577.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,621.8000000000002
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,630.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,653.3299999999999
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,655.5
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,765.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,845.3699999999999
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,875.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,892.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,1169.94
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,1243.4099999999999
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,1414.5299999999997
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,2184.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,2469.48
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,2655.26
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,3014.4299999999994
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,3466.650000000001
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,3853.1899999999996
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,4405.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,4779.640000000003
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,4955.41
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,5694.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,5782.630000000001
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,5912.1799999999985
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,5947.0
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,6072.750000000004
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,8223.03
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,11727.420000000002
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,13340.080000000002
2026-09-08,SERVICIOS NO PERSONALES,Comunicaciones,22492.62
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,130.20000000000005
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,140.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,210.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,243.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,356.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,820.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,2096.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,4060.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,20540.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,51500.0
2026-09-08,SERVICIOS NO PERSONALES,Derechos sobre Bienes Intangibles,53214.81999999999
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,110.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,273.7999999999993
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,297.6999999999998
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,307.39999999999964
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,307.43000000000757
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,314.0100000000002
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,340.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,420.5
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,428.40000000000146
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,490.29999999998836
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,616.79
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,646.1999999999998
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,699.3000000000002
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,746.5
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1078.5
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1114.4000000000233
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1185.9000000000015
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1211.8999999999883
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1247.8000000000002
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1328.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1438.300000000001
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1572.5
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1615.9000000000015
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1703.699999999997
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1748.1999999999534
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,1761.6899999999587
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,2011.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,2123.5
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,2597.5
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,2638.7
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,2641.9000000000005
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,2733.3999999999996
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,2992.9600000000028
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3126.4399999999987
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3128.7000000000016
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3214.2
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3251.500000000001
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3271.8
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3542.2799999999697
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3623.699999999997
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3969.4599999999955
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,3995.759999999951
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,4116.900000000001
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,4824.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,5234.329999999998
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,5398.699999999997
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,5708.499999999996
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,5762.899999999998
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,6155.520000000019
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,6458.699999999997
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,6532.68
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,6704.4000000000015
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,6744.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,7511.8499999999985
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,7607.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,7808.840000000002
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,7883.699999999997
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,8157.320000000007
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,8194.73999999999
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,8508.6
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,8812.170000000011
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,9057.200000000004
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,9231.31
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,9294.889999999996
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,9399.1
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,10010.119999999999
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,10207.319999999982
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,10491.199999999999
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,10884.599999999997
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,12208.700000000004
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,13061.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,13382.650000000016
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,13414.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,13419.999999999996
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,13758.099999999999
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,13763.969999999987
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,14982.800000000003
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,16136.0
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,16737.199999999997
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,17243.880000000005
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,17813.350000000006
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,18049.48999999999
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,18146.96
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,19047.6
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,19381.7
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,19743.5
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,19929.199999999906
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,20235.000000000015
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,21146.47999999998
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,21575.10000000001
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,21577.72999999999
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,21710.6
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,22978.999999999985
2026-09-08,SERVICIOS NO PERSONALES,Energía Eléctrica,23312.199999999993
