id,municipio,departamento,gestion,mes_reporte,sector,subsector,detalle_obra,fuente_bs,contraparte_bs,mdprya_bs,inversion_total,programa,entidad_financiadora,entidad_ejecutora,beneficiarios,codigo_ine,nombre_geo,departamento_geo,provincia,fecha_inicio_orden_proceder,fecha_conclusion,plazo_ejecucion,comunidades,estado_inicio,estado_preinversion,estado_ejecucion,estado_paralizado,estado_recepcion_provisional,estado_entrega_definitiva,estado_licitacion,estado_conclusion,avance_fisico_porcentaje,avance_financiero_porcentaje,fecha_tentativa_inauguracion,detalle_obra_proyecto,hectareas_conexiones_atendidas,empresa_constructora,empresa_supervisora,viceministerio,sisin_web
79021,ARQUE,COCHABAMBA,2026,8,AGROPECUARIO,RIEGO,CONST. REPRESA Y SISTEMA DE RIEGO PARIA CHICO CALLPULLO TUJSUMA Y WAYLLA QHOCHI (ARQUE),17978801.63,1654501.32,0.00,19633302.95,PRITEC I,BID,UTEP PATRIA AGUA,1025,030601,Arque,Cochabamba,Arque,2026-04-16,2027-09-07,450,"PARIA CHICO, CALLPULLO TUJSUMA, WAYLLA QHOCHI",,,X,,,,,,33.00,11.47,,*Es una presa de gravedad con material de hormigón ciclópeo con un 50% de piedra deslizadora. • La altura del cuerpo de la presa es de 10.45...,80.93,EMPRESA UNIPERSONAL PEEMEX,CONSTRUCTORA Y CONSULTORA ARNEZ CAMACHO,VRHRAPySB,0086-60638-00000
79365,ARROYO GRANDE (C. FILADELFIA),PANDO,2026,8,AGROPECUARIO,Infraestructura,"CONSTRUCCION ALCANTARILLAS TIPO CAJON, TRAMO CARRETERO PETRONILA - UCIA DEL MUNICIPIO DE FILADELFIA",2210593.62,245621.51,0.00,2456215.13,PAR III,Banco Mundial,EMPODERAR,185,,,,,,,,SAN MIGUELITO - UCIA,,,,,,,X,,0.00,0.00,,El proyecto consiste en la ejecucion de 2 puentes de 10-0 m. y de 9.5 m.  con un ancho de calzada de 4.0 m. de ancho. Para los dos puentes se...,0.00,,,VDAyDI,0047-50737-00000
81717,ASCENCIóN (GUARAYOS),SANTA CRUZ,2026,8,AGROPECUARIO,Pecuario,PRODUCCIÓN Y COMERCIALIZACIÓN DE GANADO BOVINO. ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS IYOSAR II,263840.00,66000.00,0.00,329840.00,PAR III,Banco Mundial,EMPODERAR,16,,,,,2025-03-21,2027-03-20,729,Iyosar Ii,,,X,,,,,,63.00,68.00,,LA ALIANZA CONSISTE EN INCREMENTAR LA CARNE PARA EL COMPRADOR DE BUENA CALIDAD,0.00,,,VDAyDI,
80469,ASCENCIóN (GUARAYOS),SANTA CRUZ,2026,8,AGROPECUARIO,Piscicultura,Producción y comercialización de carne de pescado. Karaya+Gua,608014.00,152250.00,0.00,760264.00,PAR III,Banco Mundial,EMPODERAR,29,,,,,2024-03-07,2026-02-07,729,Karaya+Gua,,,X,,,,,,36.00,41.00,,Producción y comercialización de carne de pescado para vender al comprador,0.00,,,VDAyDI,
80470,ASCENCIóN (GUARAYOS),SANTA CRUZ,2026,8,AGROPECUARIO,Pecuario,Producción y comercialización de carne de res. WACAGUAZU,606823.40,260108.60,0.00,866932.00,PAR III,Banco Mundial,EMPODERAR,29,,,,,2024-03-07,2026-02-07,729,Ascencion De Guarayos,,,X,,,,,,22.00,27.00,,Producción y comercialización de carne de res para venta al comprador,43.50,,,VDAyDI,
81095,ASCENCIóN (GUARAYOS),SANTA CRUZ,2026,8,AGROPECUARIO,Piscicultura,Producción y comercialización de pacú´. Laguna Corazón Sur,400278.56,171582.62,0.00,571861.18,PAR III,Banco Mundial,EMPODERAR,22,,,,,2024-03-07,2026-02-07,729,Comunidad Laguna Corazon,,,X,,,,,,29.00,34.00,,Producción y comercialización de pacú para venta al comprador,0.00,,,VDAyDI,
81718,ASCENCIóN (GUARAYOS),SANTA CRUZ,2026,8,AGROPECUARIO,Piscicultura,Producción y comercialización de pacú. Zapoco,336000.00,86689.60,0.00,422689.60,PAR III,Banco Mundial,EMPODERAR,16,,,,,2024-03-07,2026-02-07,729,Comunidad Zapoco,,,X,,,,,,73.00,78.00,,Producción y comercialización de pacú para entregar al comprador,0.00,,,VDAyDI,
81719,ASCENCIóN (GUARAYOS),SANTA CRUZ,2026,8,AGROPECUARIO,AGRICOLA,Producción y comercialización de maíz. Laguna Corazón Sur,333858.08,143693.92,0.00,477552.00,PAR III,Banco Mundial,EMPODERAR,16,,,,,2024-03-07,2026-02-07,729,Laguna Corazon Sur,,,X,,,,,,14.00,19.00,,Producción y comercialización de maíz para venta al comprador,0.00,,,VDAyDI,
81232,ASCENCIóN (GUARAYOS),SANTA CRUZ,2026,8,AGROPECUARIO,Pecuario,PRODUCCION Y COMERCIALIZACION DE GANADO BOVINO. Organización de Mujeres Campesinas Originarias Pequeñas Productoras de Ascensión de Guarayos...,461987.52,126670.24,0.00,588657.76,PAR III,Banco Mundial,EMPODERAR,20,,,,,2025-05-23,2027-11-22,913,Comunidades De Ascensión De Guarayos,,,X,,,,,,59.00,64.00,,"La Alianza consiste en el Incremento de Producción Ganado Bovino de buena calidad, ORGANIZACIÓN DE MUJERES CAMPESINAS INDIGENA ORIGINARIAS...",11.00,,,VDAyDI,
79992,ATOCHA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"IMPLEMENTACION DE COSECHA DE AGUA PARA LA PRODUCCION DE PAPA EN LA COMUNIDAD COTANI, MUNICIPIO DE ATOCHA",604500.00,95510.96,0.00,700010.96,PAR III,Banco Mundial,EMPODERAR,39,050802,Atocha,Potosí,Sur Chichas,2025-03-04,2026-03-09,518,Cotani,,,X,,,,,,81.00,86.00,,"El subproyecto de implementación de cosecha de agua ha sido priorizado por la comunidad, con el objetivo de mejorar el suministro de agua para la...",0.00,,,VDAyDI,
80327,ATOCHA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"CONSTRUCCION DE CARPAS SOLARES CON COSECHA DE AGUA PARA LA PRODUCCION DE HORTALIZAS (ZANAHORIA)  EN LA COMUNIDAD CAMPESINA FLORES PALCA, MUNICIPIO DE...",480500.00,316249.93,0.00,796749.93,PAR III,Banco Mundial,EMPODERAR,31,050802,Atocha,Potosí,Sur Chichas,2025-03-04,2026-03-09,518,FLORES PALCA,,,X,,,,,,55.00,60.00,,"""Este subproyecto, priorizado por la comunidad, se enfoca en la construcción de carpas solares para la producción de hortalizas, con el objetivo...",0.00,,,VDAyDI,
79109,ATOCHA,POTOSí,2026,8,AGUA POTABLE,AGUA POTABLE,CONST. SISTEMA AGUA POTABLE POR BOMBEO ANIMAS - SIETE SUYOS (ATOCHA),3808889.02,288353.91,0.00,4097242.93,PROASRED,CAF,EMAGUA,550,050802,Atocha,Potosí,Sur Chichas,2025-01-07,2027-08-19,779,SIETE SUYOS,,,X,,,,,,40.00,30.00,2027-11-19,"Mejorar las condiciones de vida de las familias de la comunidad de Siete Sutos del municipio de Atocha con la disponibilidad de agua potable, en...",792.00,ROYTAC S.R.L.Ing. Teofilo ChambiCel: 73858130,Ing. Hector QuispeCel: 67908028,VRHRAPySB,0253-12373-00002
80216,ATOCHA,POTOSí,2026,8,AGROPECUARIO,AGRICOLA,"IMPLEMENTACION DE CERCOS DE PROTECCION PARA LA PRODUCCION DE FORRAJE (AVENA) EN LA COMUNIDAD CAMPESINA TACMARI, MUNICIPIO DE ATOCHA",511500.00,264939.11,0.00,776439.11,PAR III,Banco Mundial,EMPODERAR,33,050802,Atocha,Potosí,Sur Chichas,2024-02-12,2026-02-07,577,TACMARI,,,X,,,,,,61.00,66.00,,"Implementación de Cercos de Protección para la Producción de Forraje (Avena) con Postes y Malla Olímpica, tiene como propósito mejorar la...",0.00,,,VDAyDI,
78896,"ATOCHA, BELEN DE URMIRI, BETANZOS, CAIZA ""D"", CARIPUYO, CHAQUI, CHAYANTA, CKOCHAS, COLCHA ""K"", COTAGAITA, JATUN AYLLU YURA, POCOATA,",POTOSí,2026,8,AGRICOLA,SEGURO AGRARIO,SEGURO AGRARIO (MINKA Potosí),0.00,1165797.00,6740724.20,7906521.20,,TGN,INSA,19587,,,,,2025-01-10,2026-09-21,355,876 (COMUNIDADES) CON COBERTURA,,X,X,,,,,,30.76,27.13,2026-08-15,Objetivo Institucional Fortalecer la protección y sostenibilidad del sector agrario que incida en el sector agroindustrial boliviano mediante la...,23743.00,,,VDAyDI,
80799,AYATA,LA PAZ,2026,8,AGROPECUARIO,AGRICOLA,IMPLEMENTACIÓN DE HUERTOS FAMILIARES EN LA COMUNIDAD ORIGINARIA INDIGENA DE PAJCHANI,356451.50,101165.75,0.00,457617.25,PAR III,Banco Mundial,EMPODERAR,25,020502,Ayata,La Paz,Muñecas,2025-07-07,2027-10-01,552,PAJCHANI,,,X,,,,,,73.00,78.00,,(en blanco),0.00,,,VDAyDI,
80802,AYATA,LA PAZ,2026,8,AGROPECUARIO,Pecuario,CONSTRUCCIÓN DE GALLINEROS FAMILIARES EN LA COMUNIDAD ORIGINARIA INDIGENA DE QUISHUARANI,385728.00,142906.00,0.00,528634.00,PAR III,Banco Mundial,EMPODERAR,25,020502,Ayata,La Paz,Muñecas,2025-11-06,2026-12-12,549,QUISHUARANI,,,X,,,,,,68.00,73.00,,(en blanco),0.00,,,VDAyDI,
79479,AYATA,LA PAZ,2026,8,AGROPECUARIO,AGRICOLA,"CONSTRUCCION SISTEMA DE RIEGO COMUNIDADES CUIBAJA, RIVAPAMPA, TAYPICOTA Y KARCATACANA - MUNICIPIO DE AYATA",1499983.00,131427.00,0.00,1631410.00,FDI,FDI,GAM AYATA,108,020502,Ayata,La Paz,Muñecas,2025-02-24,2026-11-13,627,"karcatacana, Cuibaja, Rivapampa, Taypicota",,,X,,,,,,85.00,0.00,,"Construir una infraestructura, para la dotación permanente de agua para riego, de esa manera, intensificar, diversificar y comercializar la...",44.97,,,VDAyDI,12360022600000
79151,AYATA,LA PAZ,2026,8,SANEAMIENTO BASICO,ALCATARILLADO SANITARIO,CONST. SISTEMA DE ALCANTARILLADO SANITARIO AYATA,3708944.58,412104.95,0.00,4121049.53,PASCIM,BID,EMAGUA,448,020502,Ayata,La Paz,Muñecas,,,336,AYATA,X,,,,,,,,0.00,0.00,2026-01-11,"OBJETIVO GENERAL: Mejorar el nivel de vida de todos los habitantes de la Comunidad de Ayata, estableciendo un sistema de recolección de aguas...",128.00,,ASOCIACION ACCIDENTAL INTEGRACION La Paz,VRHRAPySB,0253-00570-00000
79569,AYATA,LA PAZ,2026,8,AGROPECUARIO,Pecuario,mejoramiento de produccion de huevo de la COMUNIDAD TARISQUIA,1532782.35,457797.60,0.00,1990579.95,PAR III,Banco Mundial,EMPODERAR,73,020502,Ayata,La Paz,Muñecas,2024-11-11,2026-09-11,728,Comunidad Originaria Indigena Tarisquia,,,X,,,,,,19.00,24.00,,produccion de huevo de 248200 huevos a 1489000 huevos/año a traves del acuerdo de negocio,0.00,,,VDAyDI,
79314,AYATA,LA PAZ,2026,8,SANEAMIENTO BASICO,AGUA POTABLE,MEJ. SISTEMA DE AGUA POTABLE QUISHUARANI,1041992.08,115776.90,0.00,1157768.98,PASCIM,BID,EMAGUA,224,020502,Ayata,La Paz,Muñecas,,,365,QUISHUARANI,X,,,,,,,,0.00,0.00,2026-01-11,OBJETIVO GENERAL: Contribuir con el mejoramiento de las condiciones de vida y salud de las 64 familias de la Comunidad Quishuarani del Municipio e...,64.00,,ASOCIACION ACCIDENTAL INTEGRACION La Paz,VRHRAPySB,0253-00573-00000
81747,AYO AYO,LA PAZ,2026,8,AGROPECUARIO,Pecuario,INCREMENTO EN LA PRODUCCIÓN DE CARNE VACUNO EN LA COMUNIDAD ORIGINARIA SULLCAVI,336000.00,150400.00,0.00,486400.00,PAR III,Banco Mundial,EMPODERAR,16,021303,Ayo Ayo,La Paz,Aroma,2025-11-08,2026-08-28,382,Comunidad Originaria Sullcavi,,,X,,,,,,27.00,32.00,,Comunidad Originaria Sullcavi incrementará la producción y comercialización de ganado bovino de carne 195 Tn/año a un precio de 5000 Bs/Tn,0.00,,,VDAyDI,
81873,AYO AYO,LA PAZ,2026,8,AGROPECUARIO,AGRICOLA,INCREMENTO DEL VOLUMEN DE LA PRODUCCION DEL CULTIVO DE CEBOLLA DE LA ASOCIACION INTEGRAL DE PRODUCTORES AGROPECUARIOS ECOLOGICOS DE TARUHUTA...,211900.00,70000.00,0.00,281900.00,PAR III,Banco Mundial,EMPODERAR,14,021303,Ayo Ayo,La Paz,Aroma,2025-11-08,2026-08-28,382,Comunidad Pomasara,,,X,,,,,,25.00,30.00,,"Asociación Integral de Productores Agropecuarios Ecológicos de Taruhuta ""AIPROETA"" de la comunidad Pomasara incrementará la producción de...",12.60,,,VDAyDI,
81908,AZURDUY,CHUQUISACA,2026,8,AGROPECUARIO,AGRICOLA,Producción y comercialización de papa en la comunidad La Marca,151900.00,57200.00,0.00,209100.00,PAR III,Banco Mundial,EMPODERAR,13,010201,Azurduy,Chuquisaca,Azurduy,2025-05-26,2026-11-26,549,La Marca,,,X,,,,,,67.00,72.00,,(en blanco),130.00,,,VDAyDI,
79188,AZURDUY,CHUQUISACA,2026,8,SANEAMIENTO BASICO,AGUA POTABLE,MEJ. Y AMPLIACION DE SISTEMA DE AGUA POTABLE EN EL MUNICIPIO DE VILLA AZURDUY PARA CENTRO POBLADO,152577.00,0.00,0.00,152577.00,PASCIM,BID,EMAGUA,385,010201,Azurduy,Chuquisaca,Azurduy,,,120,VILLA AZURDUY,,X,,,,,,,45.00,5.00,,"OBJETIVO GENERAL: Elaborar el Estudio Diseño Técnico de Preinversión, que permita contar con los documentos a diseño final del mejoramiento y...",110.00,,EMPRESA SIING,VRHRAPySB,0253-00598-00000
81179,AZURDUY,CHUQUISACA,2026,8,AGROPECUARIO,AGRICOLA,Producción y Comercialización de papa en la comunidad de Cuevas Cañada,454535.29,223336.36,0.00,677871.65,PAR III,Banco Mundial,EMPODERAR,21,010201,Azurduy,Chuquisaca,Azurduy,2024-07-10,2026-06-10,729,Cuevas Cañada,,,X,,,,,,34.00,39.00,,Producción de papa para consumo y Comercialización 115 Tn. al año.,34.00,,,VDAyDI,
81489,AZURDUY,CHUQUISACA,2026,8,AGROPECUARIO,Apicultura,Producción y comercialización de miel de abeja en la comunidad Nabos Pampa.,366207.98,131262.04,0.00,497470.02,PAR III,Banco Mundial,EMPODERAR,18,010201,Azurduy,Chuquisaca,Azurduy,2024-07-10,2026-06-10,729,Nabos Pampa,,,X,,,,,,32.00,37.00,,"Producción de miel de abeja, para comercializar.",0.00,,,VDAyDI,
80543,AZURDUY,CHUQUISACA,2026,8,AGROPECUARIO,Pecuario,"Producción y Comercialización de leche crudade vaca, en la comunidad Quewiñal.",557999.47,286278.29,0.00,844277.76,PAR III,Banco Mundial,EMPODERAR,28,010201,Azurduy,Chuquisaca,Azurduy,2024-07-10,2026-06-10,729,Quewiñal,,,X,,,,,,37.00,42.00,,PRODUCCIÓN Y VENTA DE LECHE DE VACA.,14.00,,,VDAyDI,
79694,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Pecuario,"PRODUCCION DE LECHE DE LA ORGANIZACION SINDICAL UNICA DE MUJERES CAMPESINAS INDIGENAS ORIGINARIAS "" BARTOLINA SISA"" DE LA CENTRAL AGRARIA JACHA...",1086936.00,551756.40,0.00,1638692.40,PAR III,Banco Mundial,EMPODERAR,52,021203,Batallas,La Paz,Los Andes,2024-02-12,2026-02-12,730,Suriquiña,,,X,,,,,,26.00,31.00,,"Se pretende incrementar la produccion de leche con la implementacion de establos, se tiene una produccion de 831600 litros/ año.. y se...",0.00,,,VDAyDI,
80014,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Pecuario,PRODUCCIÓN DE LECHE EN LA COMUNIDAD KARHUIZA,796288.00,361380.00,0.00,1157668.00,PAR III,Banco Mundial,EMPODERAR,38,021203,Batallas,La Paz,Los Andes,2024-02-07,2026-01-07,729,Comunidad Karhuiza,,,X,,,,,,63.00,68.00,,"La Comunidad Karhuiza, incrementara la producción de leche de 433620 lt/año a 459900 lt/año, a precio de 2,6 bs/lt, la entrega se realizara en...",0.00,,,VDAyDI,
78820,BATALLAS,LA PAZ,2026,8,AGUA Y SANEAMIENTO,AGUA Y SANEAMIENTO,CONST. SISTEMA DE ALCANTARILLADO SANITARIO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES MUNCIIPIO DE (BATALLAS),8989180.04,2247295.01,0.00,11236475.05,PSLT,BID,UCP PAAP,4,021203,Batallas,La Paz,Los Andes,2020-11-23,2022-04-13,491,BATALLAS,,,,,X,,,,100.00,100.00,,,0.00,EMPRESA CONSTRUCTORA TORREZ,AXIAL SRL,VRHRAPySB,0086-60331-00000
80165,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Pecuario,"incrementar la produccion de leche en la Asociación de Productores Lecheros Alfa Verde Karhuiza ""APLEAV-K""",714000.00,428028.00,0.00,1142028.00,PAR III,Banco Mundial,EMPODERAR,34,021203,Batallas,La Paz,Los Andes,2024-02-07,2026-01-07,729,Asociación De Productores Lecheros Alfa Verde Karhuiza Apleav-K,,,X,,,,,,52.00,57.00,,"La Asociación de Productores Lecheros Alfa Verde Karhuiza ""APLEAV-K"", incrementa la produccion de leche de 350400 lt/año a 525600lt/año, a...",0.00,,,VDAyDI,
79882,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Pecuario,Incremento en el volumen de producción de leche en la Comunidad Isquillani,810857.46,412641.60,0.00,1223499.06,PAR III,Banco Mundial,EMPODERAR,42,021203,Batallas,La Paz,Los Andes,2024-11-11,2026-09-11,728,Comunidad Isquillani,,,X,,,,,,34.00,39.00,,Comunidad Isquillani incrementará la producción de leche de 604.800 litros/año a 771.750 litros/año entregando un producto de calidad con...,34.55,,,VDAyDI,
78899,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,RIEGO,CONST. SISTEMAS DE RIEGO JACHA JAHUIRA BATALLAS (BID MULTIPROPOSITO),147188313.00,27867405.00,0.00,175055718.00,PROGRAMA MULTIPROPÓSITO,BID,EMAGUA,17499,021203,Batallas,La Paz,Los Andes,2017-04-28,2026-08-30,3411,"Isquillani, Tuquia, Cruzani, Huancuyo, Challapata, Pajcha Peñas, Sojata, Antacollo, Karhuiza, Alto Peñas.Huancane-Suriquiña, Jichurasi-Suriquiña, Jankho Khala-Suriquiña, Comanchi-Suriquiña, San Calixto-Suriquiña, Calacoto-Suriquiña, Pariri,...",,,X,,,,,,97.62,97.94,2026-09-15,El objetivo específico del componente Riego es el aprovechamiento adecuado de los recursos hídricos disponibles y operados por la...,1415.90,S&Z,INYPSA GANDARPILLAS,VRHRAPySB,0253-00405-00000
78900,BATALLAS,LA PAZ,2026,8,RECURSOS HÍDRICOS,MULTIPROGRAMA RECURSOS HÍDRICOS,"IMPLEM. PLAN DE GESTION AMBIENTAL Y SOCIAL BATALLAS, PUCARANI, EL ALTO (BID MULTIPROPOSITO)",5738843.00,0.00,0.00,5738843.00,PROGRAMA MULTIPROPÓSITO,BID,EMAGUA,16205,021203,Batallas,La Paz,Los Andes,2017-04-28,2026-08-30,3411,"Comunidades de Alto Peñas, Suriquiña y Palcoco",,,X,,,,,,97.00,82.91,2026-09-15,El objetivo del Plan de Gestión Social es integrar diversos instrumentos que permiten atender los aspectos de mitigación de impacto social de...,0.00,N/A,N/A,VRHRAPySB,0253-00403-00000
80703,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Pecuario,PRODUCCIÓN DE LECHE EN LA COMUNIDAD CHIRAPACA,448282.90,175760.00,0.00,624042.90,PAR III,Banco Mundial,EMPODERAR,26,021203,Batallas,La Paz,Los Andes,2024-02-07,2026-01-07,729,Comunidad Chirapaca,,,X,,,,,,65.00,70.00,,"LA COMUNIDAD CHIRAPACA, INCREMENTA LA PRODUCCION DE QUESO FRESCO CRIOLLO DE 22.506 UND/AÑO A 58641UND/AÑO, A PRECIO 25 BS/UND, LA ENTREGA SE...",18.35,,,VDAyDI,
79619,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Infraestructura,"CONSTRUCCION PUENTE VEHICULAR HUANCUYO, MUNICIPIO DE BATALLAS",1167379.93,291844.99,0.00,1459224.92,PAR III,Banco Mundial,EMPODERAR,62,021203,Batallas,La Paz,Los Andes,2025-06-06,2025-11-28,196,COMUNIDAD HUANCUYO,,,,,,X,,,100.00,94.00,,"PUENTE DE HORMIGON ARMADO DE 26,80M DE LONGITUD CON 4M. DE ANCHO DE CALZADA, APOYADO EN 2 VIGAS POSTENSADAS DE HORMIGON ARMADO, LA FUNDACION...",0.00,CISAING CONSOLTORIA E INGENIERIA EN CONSTRUCCION,DANIEL NESTOR CANO ESPEJO,VDAyDI,0047-50663-00000
79586,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Pecuario,Incremento en volumen de producción de leche en la comunidad Alto Peñas,1368260.00,514050.00,0.00,1882310.00,PAR III,Banco Mundial,EMPODERAR,69,021203,Batallas,La Paz,Los Andes,2024-11-11,2026-09-11,728,Comunidad De Alto Peñas,,,X,,,,,,16.00,21.00,,"La comunidad de Alto Peñas incrementara la producción de leche de 831.600 litros/año a 1.039.500 litros/año, entregando un producto de calidad...",0.00,,,VDAyDI,
80828,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Pecuario,INCREMENTO EN VOLUMEN DE PRODUCCION DE LECHE EN LA COMUNIDAD PAJCHA CENTRO,524750.00,220000.00,0.00,744750.00,PAR III,Banco Mundial,EMPODERAR,25,021203,Batallas,La Paz,Los Andes,2025-05-23,2026-08-28,462,Comunidad Pajcha Centro,,,X,,,,,,18.00,23.00,,"LA COMUNIDAD PAJCHA CENTRO INCREMENTARA LA PRODUCCION DE LECHE DE 239400 LITROS/AÑO A 359100 LITROS/AÑO, ENTREGANDO UN PRODUCTO DE CALIDAD CON...",0.00,,,VDAyDI,
79522,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Infraestructura,"MEJORAMIENTO CAMINO CHIJIPATA BAJA, MUNICIPIO BATALLAS",532574.18,121246.39,0.00,653820.57,PAR III,Banco Mundial,EMPODERAR,92,021203,Batallas,La Paz,Los Andes,,,,COMUNIDAD CHIJIPATA BAJA,,,,,,,X,,0.00,0.00,,"Comprende la contruccion de 3 puentes de H°A° cada uno con una longitud 4,40m tipo  de Cajon de 3 celdas barandas de suguridad, señalizacion,...",0.00,Para contratacion,Para contratacion,VDAyDI,
80948,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Pecuario,Mejoramiento de la producción de leche bovina en la Central Agraria Huancuyo,469420.00,277725.00,0.00,747145.00,PAR III,Banco Mundial,EMPODERAR,23,021203,Batallas,La Paz,Los Andes,2024-12-17,2026-12-17,730,Comunidad Sankajahuira,,,X,,,,,,55.00,60.00,,Se incrementará el producto principal que es la leche para elaboración de queso,0.00,,,VDAyDI,
79428,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,PECUARIA,"CONSTRUCCION DE ESTABLOS CON COSECHA DE AGUA DE LLUVIA, PARA EL MEJORAMIENTO DE LA GANADERIA LECHERA BOVINA, MUNICIPIO DE BATALLAS",2000000.00,151210.56,0.00,2151210.56,FDI,FDI,GAM BATALLAS,130,021203,Batallas,La Paz,Los Andes,2025-05-15,2026-07-29,440,"Challapata, Tuquia, Cruzani, Igachi, Cullucachi, Calluyo, Calasaya, Huayrocondo, Chijapata Alta, Cutusuma, Pantini",,,X,,,,,,84.00,0.00,,"Incrementar el rendimiento de la producción de leche, en 11 comunidades del municipio de Batallas, mediante la construcción de establos con su...",0.00,,,VDAyDI,TPP-1263-0000008
79412,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Infraestructura,"CONSTRUCCION PUENTE VEHICULAR IGACHI, MUNICIPIO DE BATALLAS",669905.32,167476.33,0.00,837381.65,PAR III,Banco Mundial,EMPODERAR,144,021203,Batallas,La Paz,Los Andes,2025-06-30,2025-10-28,166,BATALLAS - IGACHI,,,,,,X,,,100.00,95.00,,"PUENTE DE HORMIGON ARMADO DE 15,40 M. DE LONGITUD Y 4M. DE ANCHO DE CALZADA CONTEMPLA ACERAS Y BARANDAS DE HORMIGON ARMADO, DE FUNDACION SE TIENE...",0.00,ASOCIACION ACCIDENTAL HIMALAYA Y ASOCIADOS,GREGORIO ALEXANDER GUTIERREZ QUISPE,VDAyDI,0047-50658-00000
81160,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,AGRICOLA,Producción de lechuga en la Asociación de Productores de Camelidos Qhotia del Sector Cordillera Batallas,250050.64,107164.56,0.00,357215.20,PAR III,Banco Mundial,EMPODERAR,21,021203,Batallas,La Paz,Los Andes,2024-01-30,2026-01-29,730,Comunidad Jichurasi,,,X,,,,,,23.00,28.00,,(en blanco),0.00,,,VDAyDI,
79104,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,RIEGO,CONST. PRESA LAGUNA LAURAWANI BATALLAS,20927048.60,0.00,0.00,20927048.60,CONSTRUCCION PRESA LAURAWANI RECURSOS CONTRAVALOR,VIPFE recursos contravalor,UTEP PATRIA AGUA,560,021203,Batallas,La Paz,Los Andes,2024-06-24,2026-10-24,852,LAURAWANI,,,X,,,,,,54.07,60.98,,"Construcción de Presa:Longitud de la corona                                     ml.                  294,00 Ancho de la Corona...",771.00,OBRAS CIVILES INDUSTRIALES OCIS SRL,ASOC ACCID REPRESA,VRHRAPySB,0086-60582-000
79331,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Infraestructura,"CONSTRUCCION PUENTE VEHICULAR CRUZANI, MUNICIPIO DE BATALLAS",708109.44,177027.35,0.00,885136.79,PAR III,Banco Mundial,EMPODERAR,210,021203,Batallas,La Paz,Los Andes,2025-04-06,2025-01-10,120,COMUNIDAD CRUZANI,,,,,,X,,,100.00,95.00,,"PUENTE VEHICULAR TIPO CAJON MULTICELDA DE HORMIGON ARMADO DE 17,25 M. DE LONGITUD Y 4 M. DE ANCHO DE CALZADA, CONTEMPLA ACERAS, BARANDAS, ALEROS...",0.00,CISAING CONSOLTORIA E INGENIERIA EN CONSTRUCCION,ANA ISABEL MAMANI MERLO,VDAyDI,0047-50661-00000
79112,BATALLAS,LA PAZ,2026,8,SANEAMIENTO BASICO,ALCATARILLADO SANITARIO,CONST. SISTEMA DE ALCANTARILLADO SANITARIO PARIRI,2595459.96,648864.99,0.00,3244324.95,PASCIM,BID,EMAGUA,539,021203,Batallas,La Paz,Los Andes,2025-11-21,2026-07-19,425,PARIRI,,,,X,,,,,9.54,13.35,,OBJETIVO GENERAL: Mejorar las condiciones de vida mediante la construcción del sistema alcantarillado sanitario y PTAR para la comunidad de...,154.00,EMPRESA DE COSNTRUCCIONES Y SERVICIOS TECNICO PATRIAS S.R.L.,ASOCIACION ACCIDENTAL AXIAL ASOCIADOS,VRHRAPySB,0253-00590-00000
79274,BATALLAS,LA PAZ,2026,8,AGROPECUARIO,Infraestructura,"CONSTRUCCION PUENTE VEHICULAR ALTO PEÑAS, MUNICIPIO BATALLAS",625840.81,156460.21,0.00,782301.02,PAR III,Banco Mundial,EMPODERAR,260,021203,Batallas,La Paz,Los Andes,,,90,COMUNIDAD ALTO PEÑAS - ZONA PATA,X,,,,,,,,0.00,0.00,,"Construir un Puente tipo Cajón multicelda de una sola vía de 15.25 metros de longitud que garantice el flujo vehicular todo el año, barandas de...",0.00,VRAGAS CONVAR SA,Ing. Edwin Condori Coronel,VDAyDI,0047-50660-00000
