fecha_despacho_efectivo,fecha_despacho_efectivo_hora,fecha_despacho_programado,despacho_confirmado,fecha_despacho_difiere_de_programado,distrito_nombre,producto_despachado,cantidad_despachada,unidad,cliente,placa_despacho,familia,familia_codigo,ambito,estacion
2026-09-14,2026-09-14T16:29:06.160000+00:00,2026-09-14,True,False,Monteagudo,GASOLINA ESPECIAL EESS,6000.0,L,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO,1063-HRI,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-14,2026-09-14T16:29:06.160000+00:00,2026-09-14,True,False,Monteagudo,DIESEL OIL NACIONAL EESS,6000.0,L,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO,1063-HRI,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-11,2026-09-11T19:59:29.990000+00:00,2026-09-11,True,False,Monteagudo,GASOLINA ESPECIAL EESS,6000.0,L,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO,1063-HRI,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-11,2026-09-11T19:59:29.990000+00:00,2026-09-11,True,False,Monteagudo,DIESEL OIL NACIONAL EESS,6000.0,L,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO,1063-HRI,Diesel Oil Nacional,DIESEL_NACIONAL,,
2026-09-21,,2026-09-21,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,1320.0,L,LIMACHI YOSELIN,3161-NUP,GLP,GLP,,
2026-09-21,,2026-09-21,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,3000.0,L,LELITH BARRIGA ALVAREZ,655-LIY,GLP,GLP,,
2026-09-21,,2026-09-21,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,2100.0,L,LELITH BARRIGA ALVAREZ,1658-EZL,GLP,GLP,,
2026-09-21,,2026-09-21,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,3000.0,L,LIMACHI YOSELIN,1543-AKF,GLP,GLP,,
2026-09-21,2026-09-21T15:41:20.330000+00:00,2026-09-21,True,False,Monteagudo,GASOLINA ESPECIAL EESS,12000.0,L,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO,1063-HRI,Gasolina Especial,GASOLINA_ESPECIAL,,
2026-09-22,,2026-09-22,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,1800.0,L,LIMACHI YOSELIN,3161-NUP,GLP,GLP,,
2026-09-22,,2026-09-22,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,2100.0,L,LELITH BARRIGA ALVAREZ,1658-EZL,GLP,GLP,,
2026-09-22,,2026-09-22,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,2000.0,L,MARCELINO QUISPE MICHAGA,1286-XPD,GLP,GLP,,
2026-09-23,,2026-09-23,True,False,Monteagudo,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. PETRO CENTER,4093-PGD,Diesel Oil Importado,DIESEL_IMPORTADO,,EE.SS. PETRO CENTER
2026-09-23,,2026-09-23,True,False,Monteagudo,DIESEL OIL NACIONAL EESS,10000.0,L,EE.SS. SANTIAGO DE COTAGAITA,3475-NNF,Diesel Oil Nacional,DIESEL_NACIONAL,,EE.SS. SANTIAGO DE COTAGAITA
2026-09-23,,2026-09-23,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP GAS SANTI,4244-FBG,GLP,GLP,,DISTR. GLP GAS SANTI
2026-09-23,,2026-09-23,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,1000.0,L,DISTR. GLP POPY GAS,2586-YHY,GLP,GLP,,DISTR. GLP POPY GAS
2026-09-23,,2026-09-23,True,False,Monteagudo,DIESEL OIL IMPORTADO EESS,10000.0,L,EE.SS. 4 DE JUNIO,5646-UAD,Diesel Oil Importado,DIESEL_IMPORTADO,,EE.SS. 4 DE JUNIO
2026-09-23,,2026-09-23,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,2000.0,L,LIMACHI YOSELIN,3161-NUP,GLP,GLP,,LIMACHI YOSELIN
2026-09-23,,2026-09-23,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,2100.0,L,LELITH BARRIGA ALVAREZ,1658-EZL,GLP,GLP,,LELITH BARRIGA ALVAREZ
2026-09-24,,2026-09-24,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,2100.0,L,LELITH BARRIGA ALVAREZ,1658-EZL,GLP,GLP,,LELITH BARRIGA ALVAREZ
2026-09-24,,2026-09-24,True,False,Monteagudo,GLP DISTRIB. 10 KILOS NAL,2100.0,L,LIMACHI YOSELIN,3161-NUP,GLP,GLP,,LIMACHI YOSELIN
2026-09-24,2026-09-24T14:01:31.663000+00:00,2026-09-24,True,False,Monteagudo,GASOLINA ESPECIAL EESS,12000.0,L,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO,1063-HRI,Gasolina Especial,GASOLINA_ESPECIAL,,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO
2026-09-24,2026-09-24T18:24:35.563000+00:00,2026-09-24,True,False,Monteagudo,DIESEL OIL NACIONAL EESS,6000.0,L,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO,1063-HRI,Diesel Oil Nacional,DIESEL_NACIONAL,,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO
2026-09-25,2026-09-25T14:58:35.480000+00:00,2026-09-25,True,False,Monteagudo,GASOLINA ESPECIAL EESS,8000.0,L,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO,1063-HRI,Gasolina Especial,GASOLINA_ESPECIAL,,COOP. SAN JOSE OBRERO LTDA. EST.SERV. MONTEAGUDO
